time,width,height,weight,hp,strength,powers
19:19,92,140,9660,86,1641,3312.319521213208
19:20,72,172,2949,865,9260,4706.885188803121
19:21,51,220,755,188,2003,2604.9636718157917
19:22,31,164,3984,426,5178,6891.510384455961
19:23,44,224,374,602,6116,5512.287531650236
19:24,88,204,7234,391,4642,8528.365141742514
19:25,88,119,1458,685,7765,4396.106122225376
19:26,49,226,2052,587,6795,5934.310192629383
19:27,35,192,5271,15,854,2780.2755479617376
19:28,78,187,11295,48,912,3820.8024963268595
19:29,32,135,4063,488,5707,6129.069521022447
19:30,84,168,9836,397,4575,4140.802755970915
19:31,32,180,5321,935,9573,11696.322395585816
19:32,42,228,9165,908,9877,9201.056938310257
19:33,25,172,1795,891,9649,7690.75558061668
19:34,96,104,8046,159,1604,9117.188915143563
19:35,39,121,2444,982,10437,2349.616018670099
19:36,27,172,3506,957,10468,4512.061663553391
19:37,26,158,367,626,6917,7444.36364875046
19:38,67,107,5060,694,7061,4367.7655774343075
19:39,50,90,3689,33,435,1570.176783384417
19:40,28,88,2451,324,4061,2280.21034708714
19:41,53,184,475,456,5070,2863.952222244657
19:42,71,131,5143,816,8651,8419.940526378297
19:43,43,102,2509,770,8397,11126.842051156338
19:44,28,128,773,460,5204,2924.510318882739
19:45,97,130,5832,785,8529,8997.739174716568
19:46,87,124,3662,14,889,2608.881088581985
19:47,52,169,8509,936,10110,4887.603304028888
19:48,45,197,7362,56,619,3810.5288569306176
19:49,51,137,5947,36,911,3556.953735966689
19:50,89,102,6481,539,5492,9131.427216978072
19:51,80,125,3440,816,8210,3644.8676814240343
19:52,40,216,8608,970,10578,6083.431201678668
19:53,28,154,1360,694,7823,3118.4911790688466
19:54,61,90,3338,829,8370,4615.864175588602
19:55,34,146,1153,571,6106,2727.3117550205834
19:56,91,149,8691,906,9366,8778.575636358399
19:57,35,174,478,788,8461,5856.6433256656765
19:58,45,220,4590,194,2905,5340.940972037498
19:59,50,198,8052,785,8161,7080.508931433122
20:00,31,170,1547,6,332,1027.5396110313077
20:01,72,187,1465,85,916,1906.9985025166852
20:02,59,151,4261,384,4183,1689.7689234213494
20:03,76,209,1103,605,6578,7592.364375922242
20:04,43,238,967,625,6866,3316.163004335834
20:05,82,97,2165,137,1789,2113.173664547882
20:06,21,148,1013,101,1649,1825.2083768268683
20:07,41,123,4538,832,8352,6412.9415807630485
20:08,49,238,2358,525,5535,3177.0874942660266
20:09,86,237,15672,613,6810,8067.2359770485455
20:10,31,87,760,615,6420,600.1011248096517
20:11,87,193,13785,394,4284,6103.233681391464
20:12,92,86,3886,357,4243,6136.560275306336
20:13,20,186,1186,209,2686,2895.5008879730426
20:14,71,167,10901,951,9887,4395.712258761431
20:15,93,196,2180,761,8473,1160.1366924893837
20:16,80,148,1071,968,10006,5547.667593657399
20:17,77,245,9243,635,6818,10145.473421769007
20:18,94,105,7650,162,2099,9563.979697889781
20:19,71,168,11360,338,4118,5691.373412462286
20:20,38,149,5213,380,4189,5609.412544994691
20:21,26,105,660,60,1454,1406.0617142831866
20:22,40,250,1649,744,8414,1595.0157472172127
20:23,44,219,6504,599,6590,9657.768244348941
20:24,89,137,5721,618,6439,10253.4531038267
20:25,70,196,10046,602,6639,8218.270960783493
20:26,83,223,13859,683,7186,9537.805394589861
20:27,91,151,2221,261,3064,4040.8509988441297
20:28,41,216,2139,824,9001,2856.768216493698
20:29,38,208,6727,923,10052,1417.4539631599127
20:30,66,222,8721,76,1153,9816.244834618597
20:31,55,209,2773,784,7999,5665.666377165961
20:32,41,166,1518,82,1649,2678.407550662276
20:33,76,83,4738,410,4479,4150.4028785097635
20:34,30,195,5367,753,7970,11756.03241032784
20:35,28,92,543,422,5031,2159.7198665315923
20:36,48,144,2093,974,10632,7438.782959654019
20:37,88,193,4945,378,4642,7036.962454770299
20:38,28,223,5587,495,5007,6599.4613550425265
20:39,43,247,2419,482,5466,6294.694727214991
20:40,99,249,2762,841,9203,6809.306445158085
20:41,43,147,2476,705,7661,5873.745935750644
20:42,93,206,10560,179,2043,7429.915027079371
20:43,62,95,3513,726,8025,6436.662914177145
20:44,91,148,11272,484,5053,8572.072564988108
20:45,80,146,4957,696,7915,12545.582933223279
20:46,39,151,3275,76,966,3648.577464214631
20:47,65,84,178,7,288,222.82398055449093
20:48,95,216,19780,250,2756,17668.53690943061
20:49,37,211,844,289,3806,3549.5290986859186
20:50,84,115,5113,893,8972,6645.907126115012
20:51,53,178,9259,234,2756,4247.181870961962
20:52,40,86,2171,808,8757,5077.696519887236
20:53,84,101,8196,101,1146,3213.6059251376532
20:54,89,162,12618,424,4823,9839.43948407553
20:55,84,104,7368,907,9719,5214.5179297778195
20:56,44,175,5543,454,5468,5689.031833846007
20:57,52,100,3612,429,4591,2432.4690444495536
20:58,36,171,329,265,2885,1319.6014000568662
20:59,87,184,3077,793,8442,5981.50996662538
21:00,47,250,3244,288,3829,417.18390802791225
21:01,28,152,2262,989,10086,4444.929274839915
21:02,31,139,3590,593,6126,4077.3480950162657
21:03,94,88,567,583,6331,627.0072082957248
21:04,45,191,4274,865,9519,13424.92130252163
21:05,62,90,5217,433,4720,6265.278664122045
21:06,80,196,4490,79,814,3724.6737448486056
21:07,98,133,4228,644,7092,1249.3083732096613
21:08,26,199,595,287,3133,1586.8998777119255
21:09,75,198,12835,955,10548,15310.573705016663
21:10,64,239,14555,758,8484,14107.843477418655
21:11,73,202,8575,210,2981,5561.870976334789
21:12,25,82,1266,962,10000,5659.55018076101
21:13,73,196,6184,232,2470,5324.973695596762
21:14,61,139,5512,705,7964,6354.626981864682
21:15,77,237,4222,157,2100,4967.966454746996
21:16,71,246,664,10,684,749.8656746508949
21:17,46,221,8856,84,1553,1496.3894625754167
21:18,41,98,2820,504,5515,3632.359559114338
21:19,84,182,1277,965,9919,9946.265196692397
21:20,90,208,11997,246,2585,8916.742002878971
21:21,42,189,4169,706,7543,5951.348689245553
21:22,55,215,7511,956,9696,13402.02819965238
21:23,89,245,641,783,7995,8231.14018527072
21:24,41,131,1765,577,6120,5563.662165716192
21:25,51,214,3042,324,3813,4793.557924786727
21:26,94,221,5062,496,5625,5680.086443756407
21:27,96,236,6600,819,8259,8637.864940369363
21:28,96,195,9927,982,10154,10686.356781679553
21:29,30,164,1567,948,9784,685.6797468415491
21:30,54,215,9352,605,6136,8394.369057713257
21:31,33,213,2994,243,2763,3129.785478614449
21:32,36,191,613,107,1153,941.8497453550724
21:33,42,135,2726,342,3460,2633.1899186582477
21:34,37,201,895,951,10208,1640.2615716522305
21:35,89,219,4422,477,5104,1685.8700503549742
21:36,99,236,22317,653,7373,16593.889963867365
21:37,88,85,1355,129,1950,1302.3054254335275
21:38,69,247,14768,369,4474,5167.450075216928
21:39,28,125,2046,819,8408,5567.841821926744
21:40,30,85,1680,741,7776,1723.5759255202029
21:41,45,124,1032,593,6080,1095.9530832076211
21:42,38,98,2838,169,2613,3190.859552267149
21:43,20,136,2585,511,5207,2198.4456311620834
21:44,23,230,2983,12,224,614.9242323933149
21:45,96,231,8586,626,6779,7637.266793675242
21:46,38,229,8535,521,5673,7650.743232444438
21:47,61,229,5939,282,3240,7680.536288809029
21:48,63,154,5089,159,1654,2504.5633773091495
21:49,34,227,1917,466,5249,2726.447323538206
21:50,78,91,7057,952,9716,7665.286003201972
21:51,92,243,13668,127,1357,8230.286874451082
21:52,25,152,1375,410,4631,5034.164235094549
21:53,87,218,791,606,6783,6940.535628081192
21:54,51,172,6418,927,10265,9574.24279925691
21:55,62,137,4353,20,1121,4806.037542839043
21:56,42,124,3157,953,10318,1911.7360537559657
21:57,66,195,7372,749,8487,4260.042686880728
21:58,89,245,7341,698,7700,6289.75723114124
21:59,78,238,17742,791,8862,11659.105150563073
22:00,33,242,1848,487,5827,2701.7189946710005
22:01,49,245,11231,554,6316,11565.553748773262
22:02,72,247,6007,976,10659,3883.521331120629
22:03,28,142,2540,821,8264,5091.047833491419
22:04,78,134,570,364,4402,2473.029862140658
22:05,42,166,3171,841,9227,1914.5744063460625
22:06,87,103,1176,150,1512,1731.5559402291597
22:07,44,96,3924,244,3238,968.0873916880264
22:08,58,80,1558,566,6540,2551.3882438174182
22:09,75,189,11259,668,6904,6527.618565126143
22:10,62,154,7991,125,1773,2528.453744167474
22:11,50,234,1878,483,5782,2013.0010720144369
22:12,53,88,3207,17,858,1957.8106270676467
22:13,32,198,4555,281,3570,4003.095672430244
22:14,39,232,8877,297,3311,1581.6697163511244
22:15,41,158,1633,440,4766,746.7017667661898
22:16,33,85,583,22,441,592.7244410674311
22:17,56,158,5347,227,2920,1083.7764986291886
22:18,54,168,3437,314,3965,5166.880856617855
22:19,23,213,1533,167,1683,1709.920551129467
22:20,38,187,5313,784,8395,5831.620040390652
22:21,86,196,6803,481,5269,6272.989420284538
22:22,68,248,11996,471,5695,7967.178608379465
22:23,97,141,10409,436,5092,8079.5676066990245
22:24,32,126,3603,867,9115,11333.553583728179
22:25,58,250,4703,459,5343,9457.679252569018
22:26,31,103,1591,568,6038,1706.9911957032946
22:27,40,187,3243,415,4426,4469.253780818011
22:28,100,88,3802,935,10062,5096.854897459946
22:29,74,92,6296,578,6186,9077.969438827531
22:30,58,205,6183,326,3527,7997.830846249095
22:31,45,156,6224,683,7025,8627.122465909308
22:32,58,159,1378,582,6349,5769.1058276439235
22:33,80,187,7644,768,7981,6069.915977737053
22:34,72,157,7623,744,7922,3544.06548369462
22:35,32,218,5692,696,7002,12500.050581473362
22:36,70,124,2265,202,2831,2287.508164173559
22:37,46,221,10083,897,9709,8499.214760118983
22:38,66,227,4853,157,1801,1429.0975523470288
22:39,73,227,3538,169,2322,3442.321433392083
22:40,24,246,5311,152,1747,3698.937502422818
22:41,46,129,4920,571,6226,4010.977118121812
22:42,81,183,9235,392,4565,5231.217806678011
22:43,65,131,5298,364,3898,3809.68051210072
22:44,94,148,6123,704,7390,2946.695535414205
22:45,84,136,5409,944,9645,6903.482332497004
22:46,25,238,1564,835,9277,4027.131200034977
22:47,58,113,5277,538,5843,3283.556755198932
22:48,71,172,3703,198,2336,2903.333839087736
22:49,84,92,934,467,5040,4218.948592125545
22:50,88,224,16265,809,8168,5811.16600331092
22:51,70,170,6098,872,9289,9975.683741727906
22:52,71,177,4125,658,7082,3785.6148743919794
22:53,55,102,2641,703,7421,5137.265389167213
22:54,31,109,2969,828,8841,9849.935168568769
22:55,34,115,3332,626,6631,6267.443235256505
22:56,29,187,1719,225,2836,2585.026511619496
22:57,61,248,14934,527,5612,17585.68256498489
22:58,41,204,1606,514,5361,6115.818992902714
22:59,29,100,2117,510,5882,6867.030276886106
23:00,66,201,11503,361,4028,8427.177186612242
23:01,92,175,2768,359,4347,1407.9743923779179
23:02,80,246,7853,949,10206,11458.63900049008
23:03,63,89,4385,91,1295,5297.228309258814
23:04,46,202,458,606,6338,6438.705470135663
23:05,64,247,5982,915,9260,5991.200026249868
23:06,32,172,1400,328,3648,4714.116040873729
23:07,68,116,977,843,9330,10109.789073859281
23:08,50,132,5258,523,6141,2392.986491227991
23:09,71,87,5408,926,10207,12022.010938760908
23:10,54,227,3285,796,8615,8754.587835003293
23:11,38,181,6762,951,10107,9007.597813465214
23:12,82,195,7000,457,4887,5028.077644135655
23:13,82,221,13748,767,8622,11675.690544219611
23:14,32,144,809,261,2784,3361.148958039817
23:15,98,86,1149,242,2934,2234.4077448110493
23:16,51,123,5438,864,9244,6179.7876099133755
23:17,51,181,3495,105,1058,810.9699629655262
23:18,91,248,20301,774,7910,8144.762040902386
23:19,57,127,6948,753,7879,7151.259095783267
23:20,49,230,3237,452,5450,7958.881006677275
23:21,78,248,15412,242,2561,7728.1068939683155
23:22,94,213,5397,109,1758,5294.101612627836
23:23,46,111,3647,394,4268,3074.71937688979
23:24,26,209,3395,996,10098,4450.024896071403
23:25,64,221,11778,252,2975,3517.997109656667
23:26,30,247,4778,514,6139,4253.319751997779
23:27,62,222,10259,995,10388,5590.612151340732
23:28,53,93,4551,802,8403,7416.967692940736
23:29,29,89,2250,600,6394,1295.855637357222
23:30,30,173,1106,208,2281,1547.4888130607897
23:31,65,191,10966,827,9250,10313.13592674102
23:32,50,230,5858,254,3358,5050.750165948545
23:33,95,171,535,39,1179,1327.5410689078055
23:34,92,227,14857,574,6369,14583.875110287581
23:35,60,94,4119,26,509,1129.0179214360155
23:36,22,241,2343,343,4268,5180.523775402457
23:37,39,155,535,223,3048,2799.0295509914304
23:38,79,217,5392,423,4446,5241.114107230045
23:39,69,145,4334,18,1008,1427.3482958470465
23:40,53,188,621,640,6926,639.4487963937788
23:41,21,198,321,751,7536,2763.678326463998
23:42,48,234,1302,180,2187,2369.6054767657893
23:43,91,86,315,323,4049,1964.5096184396034
23:44,62,234,4567,316,3516,6782.022230426883
23:45,22,195,2905,289,3167,5084.329834985958
23:46,86,214,12293,804,8177,4279.663790522627
23:47,56,133,5599,516,5894,9004.498498287128
23:48,63,188,9952,731,7842,17299.075638685033
23:49,29,124,2877,792,8271,3278.358730305896
23:50,82,231,15871,173,2021,15509.850879390253
23:51,50,193,7204,493,5336,10211.772059376483
23:52,45,227,5116,371,4242,7825.189013135401
23:53,55,175,1141,183,2351,1297.2332302902505
23:54,26,99,1390,661,6800,3185.768812041256
23:55,50,103,2585,257,2867,3328.0348846576176
23:56,81,84,1270,934,9747,2485.5597662024875
23:57,71,138,2180,825,8518,8429.709055516943
23:58,68,240,8344,798,8614,11988.025304928264
23:59,53,206,2653,983,10499,5630.651241488558
